Disp_OPC[Código],Disp_OPC[Nome],Disp_OPC[Data report],Disp_OPC[Versão],Disp_OPC[VIP],Disp_OPC[Suspenso],Disp_OPC[Bandeira],[AverageDisponibilidade__Final_S_Analise]
12842 - V4 NUC,12842 - V4 Nuc Posto  Ipiranga Auto Posto Guaratiba Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Ipiranga,1
12843 - V4 NUC,12843 - V4 Nuc Posto  Ipiranga Posto Petroleum Shopping Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Ipiranga,1
12844 - V4 NUC,12844 - V4 Nuc Posto   Posto Auto 7 Catanduva Eireli,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,1
12845 - V4 NUC,12845 - V4 Nuc Posto   Centro Automotivo Du Nort Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,0.9869444444444444
12846 - V4 NUC,12846 - V4 Nuc Posto  Shell Auto Posto Loureiro Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Ipiranga,1
12847 - V4 NUC,12847 - V4 Nuc Posto  Ipiranga Auto Posto Uni Center Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Ipiranga,1
12848 - V4 NUC,12848 - V4 Nuc Posto  Ipiranga Lummar Combustiveis Jandira Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Ipiranga,1
12849 - V4 NUC,12849 - V4 Nuc Posto  Ipiranga Lummar Auto Posto Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Ipiranga,1
12851 - V4 NUC,12851 - V4 Nuc Posto   Auto Posto Big Boss Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
12852 - V4 NUC,12852 - V4 Nuc Posto  Br Auto Posto Portao Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
12853 - V4 NUC,12853 - V4 Nuc Posto   Auto Posto Rio Coa Ii Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
12854 - V4 NUC,12854 - V4 Nuc Posto   Arujacar Combustiveis E Lubrificantes Lt,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
12855 - V4 NUC,12855 - V4 Nuc Posto   Auto Posto Ricar Limitada,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,1
12856 - V4 NUC,12856 - V4 Nuc Posto   Auto Posto Principe De Tourem Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
12857 - V4 NUC,12857 - V4 Nuc Posto  Shell L.S.F. Autto Posto Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
12858 - V4 NUC,12858 - V4 Nuc Posto   Auto Posto Monet Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,1
12859 - V4 NUC,12859 - V4 Nuc Posto  Shell Auto Posto Normandia Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
12860 - V4 NUC,12860 - V4 Nuc Posto  Shell Auto Posto Bosque Dos Jequitibas Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
12861 - V4 NUC,12861 - V4 Nuc Posto  Shell Centro Automotivo Guararema Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
12862 - V4 NUC,12862 - V4 Nuc Posto  Ipiranga Posto Indaia Leao Xiii Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Ipiranga,1
12863 - V4 NUC,12863 - V4 Nuc Posto  Br Auto Posto Mont Blanc Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
12864 - V4 NUC,12864 - V4 Nuc Posto   Auto Posto Rio Coa Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
12867 - V4 NUC,12867 - V4 Nuc Posto  Ipiranga A G De Pinho & Cia Ltda,2025-08-26T00:00:00,V4 - NOVPN,True,False,Ipiranga,1
12868 - V4 NUC,12868 - V4 Nuc Posto  Shell F.J. Almeida & Cia Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
12870 - V4 NUC,12870 - V4 Nuc Posto   Adriano Gomes De Barros,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
12872 - V4 NUC,12872 - V4 Nuc Posto   Auto Posto Miranda Caicara Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
12873 - V4 NUC,12873 - V4 Nuc Posto  Shell Posto Paineiras De Bauru Ltda,2025-08-26T00:00:00,V4 - VPN,True,False,Shell,1
12875 - V4 NUC,12875 - V4 Nuc Posto   Auto Posto Zenith Guilhermina Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
12876 - V4 NUC,12876 - V4 Nuc Posto  Br Auto Posto Aeroporto Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
12877 - V4 NUC,12877 - V4 Nuc Posto  Shell Posto De Servicos Avanco Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
12878 - V4 NUC,12878 - V4 Nuc Posto  Shell Dante Carraro Comercio Varejista De Comb,2025-08-26T00:00:00,V4 - NOVPN,True,False,Shell,1
12879 - V4 NUC,12879 - V4 Nuc Posto  Shell Auto Posto Somerville Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
12880 - V4 NUC,12880 - V4 Nuc Posto  Br Auto Posto Viva Verao Ii Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
12881 - V4 NUC,12881 - V4 Nuc Posto  Br Auto Posto Namorada Ii Ltda.,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
12882 - V4 NUC,12882 - V4 Nuc Posto  Shell Box 44 Posto E Servicos Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,0
12883 - V4 NUC,12883 - V4 Nuc Posto  Ipiranga Sociedade Paulista De Distribuicao Eirel,2025-08-26T00:00:00,V4 - VPN,False,False,Ipiranga,1
12885 - V4 NUC,12885 - V4 Nuc Posto  Br Auto Posto Joaquin'S Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
12886 - V4 NUC,12886 - V4 Nuc Posto   Auto Posto Zequinha Sorocaba Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,1
12887 - V4 NUC,12887 - V4 Nuc Posto   Auto Posto Comaris Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
12888 - V4 NUC,12888 - V4 Nuc Posto  Br Atlan Auto Posto Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
12889 - V4 NUC,12889 - V4 Nuc Posto  Shell Posto Vovo Felicia Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
12892 - V4 NUC,12892 - V4 Nuc Posto  Br Flamingo Comercio De Combustiveis Lubrif,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
12893 - V4 NUC,12893 - V4 Nuc Posto  Ipiranga Auto Posto Criatividade Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Ipiranga,1
12894 - V4 NUC,12894 - V4 Nuc Posto  Ipiranga Auto Posto Calon Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Ipiranga,1
12895 - V4 NUC,12895 - V4 Nuc Posto   Auto Posto Village De Nova Odessa Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,1
12896 - V4 NUC,12896 - V4 Nuc Posto  Ipiranga Centro Automotivo Jardim Jacana Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Ipiranga,0
12897 - V4 NUC,12897 - V4 Nuc Posto  Ipiranga Posto 5 De Servicos Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Ipiranga,1
12899 - V4 NUC,12899 - V4 Nuc Posto   Auto Posto 9 De Julho De Salto Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,1
12900 - V4 NUC,12900 - V4 Nuc Posto  Shell Posto M. Deodoro De Salto Limitada,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
12901 - V4 NUC,12901 - V4 Nuc Posto   Auto Posto Sao Paulo Limitada,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,0.9649166666666666
12902 - V4 NUC,12902 - V4 Nuc Posto  Shell Cabrera Auto Posto Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
12905 - V4 NUC,12905 - V4 Nuc Posto  Ipiranga Speed Ii Posto De Servicos E Convenienci,2025-08-26T00:00:00,V4 - VPN,False,False,Ipiranga,1
12906 - V4 NUC,12906 - V4 Nuc Posto  Shell Abdelnor Comercio De Combustiveis Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
12907 - V4 NUC,12907 - V4 Nuc Posto  Shell Hiperpetro Ii Comercio Varejista De Deri,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
12909 - V4 NUC,12909 - V4 Nuc Posto  Shell Posto San Martim,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
12910 - V4 NUC,12910 - V4 Nuc Posto  Br Posto Bom Retiro Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
12912 - V4 NUC,12912 - V4 Nuc Posto  Br Comercio De Combustiveis Andrioli Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
12913 - V4 NUC,12913 - V4 Nuc Posto  Br Comercio De Combustiveis Mamore Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
12917 - V4 NUC,12917 - V4 Nuc Posto   Auto Posto Espumas Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,1
12918 - V4 NUC,12918 - V4 Nuc Posto  Shell Auto Posto R5 Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,0.9468888888888888
12921 - V4 NUC,12921 - V4 Nuc Posto  Ipiranga Posto Santa Adelia De Ribeirao Preto Ltd,2025-08-26T00:00:00,V4 - VPN,False,False,Ipiranga,1
12922 - V4 NUC,12922 - V4 Nuc Posto  Br Calopsyta Comercio De Combustiveis E Der,2025-08-26T00:00:00,V4 - VPN,True,False,BR,1
12923 - V4 NUC,12923 - V4 Nuc Posto  Br Centro Automotivo Fenix De Itatiba Eirel,2025-08-26T00:00:00,V4 - VPN,False,False,BR,0.9335277777777777
12925 - V4 NUC,12925 - V4 Nuc Posto  Ipiranga Wf Comercio De Combustiveis E Servicos L,2025-08-26T00:00:00,V4 - VPN,False,False,Ipiranga,1
12927 - V4 NUC,12927 - V4 Nuc Posto  Shell Wf3 Comercio De Combustiveis Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
12930 - V4 NUC,12930 - V4 Nuc Posto  Br Centro Automotivo Portal Das Aguas Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
12932 - V4 NUC,12932 - V4 Nuc Posto  Ipiranga Aluisio Makoto Miyada,2025-08-26T00:00:00,V4 - VPN,False,False,Ipiranga,0.9042777777777777
12933 - V4 NUC,12933 - V4 Nuc Posto   Pegasus Auto Posto Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,1
12934 - V4 NUC,12934 - V4 Nuc Posto   Paina Auto Posto,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,1
12935 - V4 NUC,12935 - V4 Nuc Posto  Shell Lema Auto Posto,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
12946 - V4 NUC,12946 - V4 Nuc Posto  Br Posto Vergueirao,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
12947 - V4 NUC,12947 - V4 Nuc Posto  Br Posto Boa Parada,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
12948 - V4 NUC,12948 - V4 Nuc Posto  Br Equipe I Auto Posto,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
12950 - V4 NUC,12950 - V4 Nuc Posto  Ipiranga Schiavon - Centro Automotivo Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Ipiranga,1
12951 - V4 NUC,12951 - V4 Nuc Posto  Shell Auto Posto Bonfiglioli Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
12952 - V4 NUC,12952 - V4 Nuc Posto  Shell Darwin Pimentel Vicentini Eireli,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
12953 - V4 NUC,12953 - V4 Nuc Posto   Auto Posto Sao Lucas Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,0
12954 - V4 NUC,12954 - V4 Nuc Posto  Br Auto Posto Mw Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
12955 - V4 NUC,12955 - V4 Nuc Posto  Br Posto Sao Francisco,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
12956 - V4 NUC,12956 - V4 Nuc Posto  Br Auto Posto Zebrinha Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
12957 - V4 NUC,12957 - V4 Nuc Posto   Auto Posto Regiane Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,1
12959 - V4 NUC,12959 - V4 Nuc Posto   Sete Estrelas Comercio De Derivados De P,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,1
12960 - V4 NUC,12960 - V4 Nuc Posto  Br Auto Posto Flor Do Serpa Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
12961 - V4 NUC,12961 - V4 Nuc Posto  Br Auto Posto Flor Do Vera Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
12962 - V4 NUC,12962 - V4 Nuc Posto  Shell Posto Eccel,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
12963 - V4 NUC,12963 - V4 Nuc Posto  Shell Posto Novo Bairro Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
12965 - V4 NUC,12965 - V4 Nuc Posto  Shell Auto Posto Ferrari Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
12966 - V4 NUC,12966 - V4 Nuc Posto  Shell Posto De Revenda De Combustiveis Novo Ar,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
12967 - V4 NUC,12967 - V4 Nuc Posto  Shell Auto Posto Nova Jornada Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
12968 - V4 NUC,12968 - V4 Nuc Posto  Shell Auto Posto Joia Da Sapopemba Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
12969 - V4 NUC,12969 - V4 Nuc Posto   Filial 35 - Sete Estrelas Comercio De De,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,0.10005555555555554
12970 - V4 NUC,12970 - V4 Nuc Posto  Shell Auto Posto Portal Delfim Verde Ltda,2025-08-26T00:00:00,V4 - NOVPN,True,False,Shell,1
12971 - V4 NUC,12971 - V4 Nuc Posto  Ipiranga Golfinho Servicos Automotivos Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Ipiranga,1
12972 - V4 NUC,12972 - V4 Nuc Posto  Ipiranga Posto Ilhas Do Hawai Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Ipiranga,1
12973 - V4 NUC,12973 - V4 Nuc Posto  Shell Auto Posto Lithuania Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
12974 - V4 NUC,12974 - V4 Nuc Posto  Shell Auto Posto Planalto De Jaguariuna Ltda,2025-08-26T00:00:00,V4 - VPN,True,False,Shell,1
12975 - V4 NUC,12975 - V4 Nuc Posto  Ipiranga Aruja Centro Automotivo Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
12976 - V4 NUC,12976 - V4 Nuc Posto  Ipiranga Auto Posto Shop Car Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Ipiranga,1
12977 - V4 NUC,12977 - V4 Nuc Posto  Ipiranga Auto Posto Tiradentes De Pedreira Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Ipiranga,1
12978 - V4 NUC,12978 - V4 Nuc Posto  Ipiranga Posto Clube Dos 500 Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Ipiranga,1
12979 - V4 NUC,12979 - V4 Nuc Posto  Bandeira Branca Posto Nosso Rancho Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
12980 - V4 NUC,12980 - V4 Nuc Posto  Br Auto Posto Mata Virgem Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
12981 - V4 NUC,12981 - V4 Nuc Posto  Br Filial - Auto Posto Sao Jose,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
12982 - V4 NUC,12982 - V4 Nuc Posto   Rodoposto Coral Ltda,2025-08-26T00:00:00,V4 - VPN,True,False,Bandeira Branca,1
12984 - V4 NUC,12984 - V4 Nuc Posto  Ipiranga Auto Posto Brazil Express Ltda,2025-08-26T00:00:00,V4 - VPN,True,False,Ipiranga,1
12985 - V4 NUC,12985 - V4 Nuc Posto  Br Auto Posto Green House Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
12986 - V4 NUC,12986 - V4 Nuc Posto  Br Auto Posto Giardino D' Italia Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
12987 - V4 NUC,12987 - V4 Nuc Posto  Shell Auto Posto Roma Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,0
12988 - V4 NUC,12988 - V4 Nuc Posto   Posto Ype De Ribeirao Preto Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,0.3455833333333333
12989 - V4 NUC,12989 - V4 Nuc Posto  Ipiranga Auto Posto Jalisco Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Ipiranga,1
12990 - V4 NUC,12990 - V4 Nuc Posto  Ipiranga Auto Posto Status Do Morumbi Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Ipiranga,1
12991 - V4 NUC,12991 - V4 Nuc Posto   Auto Posto Copacas Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,1
12992 - V4 NUC,12992 - V4 Nuc Posto   Posto Das Figueiras De Combustiveis De R,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,0.8954166666666665
12993 - V4 NUC,12993 - V4 Nuc Posto  Br A.D. Servicos Automotivos Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
12994 - V4 NUC,12994 - V4 Nuc Posto  Br Posto Jardim Itatiaia Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
12995 - V4 NUC,12995 - V4 Nuc Posto   Posto Sao Bento Das Hortencias Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,1
12996 - V4 NUC,12996 - V4 Nuc Posto  Ipiranga Centro Automotivo Dumont Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Ipiranga,1
12997 - V4 NUC,12997 - V4 Nuc Posto  Shell Auto Posto Brunholi Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Ipiranga,1
12998 - V4 NUC,12998 - V4 Nuc Posto  Ipiranga Auto Posto Piritubano Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Ipiranga,1
12999 - V4 NUC,12999 - V4 Nuc Posto  Shell Wf Comercial De Petroleo Limitada,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
13000 - V4 NUC,13000 - V4 Nuc Posto  Ipiranga Auto Posto Sabara Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Ipiranga,1
13008 - V4 NUC,13008 - V4 Nuc Posto  Ipiranga Posto Jurupari Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Ipiranga,1
13009 - V4 NUC,13009 - V4 Nuc Posto  Br Auto Posto Peixinho 2 Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
13010 - V4 NUC,13010 - V4 Nuc Posto  Br Posto Peixinho Promissao Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
13011 - V4 NUC,13011 - V4 Nuc Posto  Br Matriz - Nacoes Comercio De Combustiveis,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
13012 - V4 NUC,13012 - V4 Nuc Posto  Br Filial - Nacoes Comercio De Combustiveis,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
13013 - V4 NUC,13013 - V4 Nuc Posto  Br Auto Posto Lago Da Prata Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,BR,0.525
13016 - V4 NUC,13016 - V4 Nuc Posto  Br Auto Posto Peixinho Nacoes Norte Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
13017 - V4 NUC,13017 - V4 Nuc Posto  Shell Posto Z + Z Laranjeiras Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,0.9753333333333334
13018 - V4 NUC,13018 - V4 Nuc Posto   Posto Z+Z Nossa Senhora Medalha Milagros,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,1
13019  - V4 NUC,13019  - V4 Nuc Posto   Posto Z+Z Moinho Dos Ventos,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,1
13021 - V4 NUC,13021 - V4 Nuc Posto  Shell Posto Z Mais Z Housing Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
13023 - V4 NUC,13023 - V4 Nuc Posto  Shell Posto Z+Z 136 Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
13024 - V4 NUC,13024 - V4 Nuc Posto  Shell Auto Posto Watanabe,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
13025 - V4 NUC,13025 - V4 Nuc Posto  Shell Posto Walter Santos,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
13030 - V4 NUC,13030 - V4 Nuc Posto  Br Posto Veni,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
13032 - V4 NUC,13032 - V4 Nuc Posto  Shell Posto Lm,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
13033 - V4 NUC,13033 - V4 Nuc Posto  Br Auto Posto Cidade Vargas Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
13037 - V4 NUC,13037 - V4 Nuc Posto  Ipiranga Auto Posto Bartira Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Ipiranga,1
13038 - V4 NUC,13038 - V4 Nuc Posto  Br Rodoposto Topazio Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
13039 - V4 NUC,13039 - V4 Nuc Posto  Br Auto Posto Gh Curitiba Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,BR,0.36130555555555555
13041 - V4 NUC,13041 - V4 Nuc Posto  Shell Auto Posto Torre De Belem Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
13042 - V4 NUC,13042 - V4 Nuc Posto  Ipiranga Aze Auto Posto Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Ipiranga,1
13044 - V4 NUC,13044 - V4 Nuc Posto  Br Rodoposto Rubi Ltda,2025-08-26T00:00:00,V4 - VPN,True,False,BR,1
13046 - V4 NUC,13046 - V4 Nuc Posto  Br Mskt Comercio De Combustiveis Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
13047 - V4 NUC,13047 - V4 Nuc Posto  Ipiranga Centro Automotivo Via Sarutaya Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Ipiranga,1
13048 - V4 NUC,13048 - V4 Nuc Posto  Ipiranga Monte Siao Auto Posto Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Ipiranga,1
13051 - V4 NUC,13051 - V4 Nuc Posto   Auto Posto Dgt Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,0.9474166666666666
13052 - V4 NUC,13052 - V4 Nuc Posto  Ipiranga Auto Posto Novo Tucuruvi Eireli,2025-08-26T00:00:00,V4 - VPN,False,False,Ipiranga,1
13053 - V4 NUC,13053 - V4 Nuc Posto   Sete Estrelas Comercio De Derivados De P,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,1
13055 - V4 NUC,13055 - V4 Nuc Posto  Ipiranga Auto Posto Senaris Bello Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Ipiranga,1
13058 - V4 NUC,13058 - V4 Nuc Posto  Shell Chama Auto Posto,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
13059 - V4 NUC,13059 - V4 Nuc Posto  Shell Gti,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
13060 - V4 NUC,13060 - V4 Nuc Posto  Shell A. Z. Comercio De Combustiveis Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
13063 - V4 NUC,13063 - V4 Nuc Posto  Br Rodoposto Bandeirantes Norte,2025-08-26T00:00:00,V4 - VPN,False,False,BR,0
13064,13064 Auto Posto Alternativo Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
13073 - V4 NUC,13073 - V4 Nuc Posto   Auto Posto Sorriso Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,1
13074 - V4 NUC,13074 - V4 Nuc Posto  Br Rodoposto Bandeirantes Sul Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
13075 - V4 NUC,13075 - V4 Nuc Posto  Br Bg Norte Petroleo Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
13077 - V4 NUC,13077 - V4 Nuc Posto   Auto Posto Damizade Limitada,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,1
13079 - V4 NUC,13079 - V4 Nuc Posto  Shell Posto Z+Z Sao Jose Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
13080 - V4 NUC,13080 - V4 Nuc Posto  Br Bg Leste Petroleo Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
13081 - V4 NUC,13081 - V4 Nuc Posto  Br Auto Posto Sena Iv Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
13082 - V4 NUC,13082 - V4 Nuc  Tex Auto Posto Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Ipiranga,1
13083 - V4 NUC,13083 - V4 Nuc Posto  Br Centro Automotivo San Martin Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
13084 - V4 NUC,13084 - V4 Nuc Posto  Br Aquarium Auto Posto - Eireli,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
2000 - V4 NUC,2000 - V4 Nuc Posto   Centro Automotivo Petrokim Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Ipiranga,1
2001 - V4 NUC,2001 - V4 Nuc Posto   Centreville Servicos Automotivos Limitad,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,1
2002 - V4 NUC,2002 - V4 Nuc Posto   Centro Automotivo Elos De Ouro Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
2003 - V4 NUC,2003 - V4 Nuc Posto  Shell Auto Posto Proeste Avare Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
2004 - V4 NUC,2004 - V4 Nuc Posto  Ipiranga Serv Posto Plaza Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Ipiranga,1
2006 - V4 NUC,2006 - V4 Nuc Posto   Auto Posto Multmax Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
2007 - V4 NUC,2007 - V4 Nuc Posto   Posto De Servicos Modelo Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,1
2008 - V4 NUC,2008 - V4 Nuc Posto   Auto Posto Boacava Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,1
2009 - V4 NUC,2009 - V4 Nuc Posto  Br Confiante Águia,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
2010 - V4 NUC,2010 - V4 Nuc Posto  Shell Confiante 4,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
